"DatabaseName","SchemaName","TableName","PKName","ColumnName","key_ordinal"
"RSMDB","dbo","CustomersFollowDetails","PK__CustomersFollowD__32381C97","id","1"
"RSMDB","dbo","DOUBLE_ENTREY_VOUCHERS","PK_DOUBLE_ENTREY_VOUCHERS","Double_Entry_Vouchers_ID","1"
"RSMDB","dbo","DOUBLE_ENTREY_VOUCHERS","PK_DOUBLE_ENTREY_VOUCHERS","DEV_ID_Line_No","2"
"RSMDB","dbo","DOUBLE_ENTREY_VOUCHERS2","PK__DOUBLE_ENTREY_VO__35D539FF","Double_Entry_Vouchers_ID","1"
"RSMDB","dbo","dtproperties","pk_dtproperties","id","1"
"RSMDB","dbo","dtproperties","pk_dtproperties","property","2"
"RSMDB","dbo","edictionary","PK__edictionary__729E511D","id","1"
"RSMDB","dbo","emp_contract_type","PK__emp_contract_typ__257C74A0","id","1"
"RSMDB","dbo","EmpGroupDep","PK__EmpGroupDep__7486998F","GroupID","1"
"RSMDB","dbo","EmpGroupDep1","PK__EmpGroupDep1__7A3F72E5","GroupID","1"
"RSMDB","dbo","EmpSalaryComponent","PK__EmpSalaryCompone__0446695E","id","1"
"RSMDB","dbo","End_of_service","PK__End_of_service__26E7FC2A","id","1"
"RSMDB","dbo","End_of_serviceDetails","PK__End_of_serviceDe__1E9CCEEC","ID","1"
"RSMDB","dbo","equation","PK_equation","id","1"
"RSMDB","dbo","equation_details","PK_equation_details","opr_id","1"
"RSMDB","dbo","ExpensesDetails","PK__ExpensesDetails__2942E3E3","id","1"
"RSMDB","dbo","ExpensesSearial","PK__ExpensesSearial__4C83952D","ID2","1"
"RSMDB","dbo","ExpensesType","PK_ExpensesType","ID","1"
"RSMDB","dbo","FinancialEquations","PK__FinancialEquatio__6B30A2D1","FinancialEquationsId","1"
"RSMDB","dbo","FinancialEquationsData","PK__FinancialEquatio__6D18EB43","Id","1"
"RSMDB","dbo","FinancialEquationsHistory","PK__FinancialEquatio__09B529F1","id","1"
"RSMDB","dbo","FinancialMarkets","PK__FinancialMarkets__7247B4B4","FinancialMarketId","1"
"RSMDB","dbo","FineS","PK_FineS","OPID","1"
"RSMDB","dbo","FINES_DETAILS","PK_FINES_DETAILS","OPNO","1"
"RSMDB","dbo","FixedAssetInstallments","PK__FixedAssetInstal__24141A72","FixedAssetInstallmentsid","1"
"RSMDB","dbo","FixedAssetInstallmentsDetails","PK__FixedAssetInstal__25FC62E4","id","1"
"RSMDB","dbo","FixedAssets","PK__FixedAssets__7FD6B9FC","id","1"
"RSMDB","dbo","FixedAssetsGroup","PK__FixedAssetsGroup__6FD55C5D","GroupID","1"
"RSMDB","dbo","FixedAssetsGroupsAccount","PK__FixedAssetsGroup__789FAC88","id","1"
"RSMDB","dbo","FoxySerial","PK__FoxySerial__6C6654DA","ID","1"
"RSMDB","dbo","FoxySerial2","PK__FoxySerial2__2C4BCFC5","ID","1"
"RSMDB","dbo","FXSerialInvesment","PK__FXSerialInvesmen__2DCA03E3","ID","1"
"RSMDB","dbo","Gbasic","PK__Gbasic__2CEAEE43","Id","1"
"RSMDB","dbo","GranteeType","PK__GranteeType__4E0D819A","ID","1"
"RSMDB","dbo","Groups","PK_Groups","GroupID","1"
"RSMDB","dbo","GroupsCustomers","PK__GroupsCustomers__03756E12","GroupID","1"
"RSMDB","dbo","InfoSettings","PK__InfoSettings__7E450DF3","id","1"
"RSMDB","dbo","InfoSettings1","PK__InfoSettings1__002D5665","id","1"
"RSMDB","dbo","InstallMent","PK_InstallMent","PartID","1"
"RSMDB","dbo","INSTALLMENT_DETAILS","PK_INSTALLMENT_DETAILS","op_no","1"
"RSMDB","dbo","InstallmentDet_Junc_Receipt","PK_InstallmentDet_Junc_Receipt","JuncID","1"
"RSMDB","dbo","InstallMentDetails","PK_InstallMentDetails","QestID","1"
"RSMDB","dbo","Installments","PK_Installments","op_no","1"
"RSMDB","dbo","insurance_class","PK__insurance_class__2764BD12","id","1"
"RSMDB","dbo","ItemsDetails","PK__ItemsDetails__607E0A34","id","1"
"RSMDB","dbo","ItemsGranteeType","PK__ItemsGranteeType__4FF5CA0C","ID","1"
"RSMDB","dbo","ItemsParts","PK_ItemsParts","TableID","1"
"RSMDB","dbo","ItemsPrice","PK_ItemsPrice","PriceID","1"
"RSMDB","dbo","ItemsPriceIsPerv","PK__ItemsPriceIsPerv__5E03F241","id","1"
"RSMDB","dbo","jopstatus","PK_jopstatus","id","1"
"RSMDB","dbo","JuncPrice","PK_JuncPrice","PriceID","1"
"RSMDB","dbo","ked_desc","PK_ked_desc","ked_id","1"
"RSMDB","dbo","Land_Planner","PK__Land_Planner__57CB2AA7","Land_ID","1"
"RSMDB","dbo","LCTypes","PK__LCTypes__1E662E14","id","1"
"RSMDB","dbo","Legalcourts","PK__Legalcourts__3E9633E0","ID","1"
"RSMDB","dbo","LegalIssues","PK__LegalIssues__3CADEB6E","ID","1"
"RSMDB","dbo","LegalIssuesData","PK__LegalIssuesData__36F51218","ID","1"
"RSMDB","dbo","LegalIssuesTrans","PK__LegalIssuesTrans__3AC5A2FC","ID","1"
"RSMDB","dbo","LogFile","PK__LogFile__37DCB2AB","OprID","1"
"RSMDB","dbo","MaintenanceType","PK_MaintenanceType","TypeID","1"
"RSMDB","dbo","MaintenanceTypes","PK__MaintenanceTypes__5CE41A28","id","1"
"RSMDB","dbo","markaas_taklefa1","PK__markaas_taklefa1__4B255CA0","GroupID","1"
"RSMDB","dbo","MedicalContractingType","PK__MedicalContracti__08051905","ID","1"
"RSMDB","dbo","MEMBER_TYPES","PK_MEMBER_TYPES","MEMBER_ID","1"
"RSMDB","dbo","MEMBERS","PK_MEMBERS","MEMBER_ID","1"
"RSMDB","dbo","MessageTempltes","PK__MessageTempltes__7C5CC581","id","1"
"RSMDB","dbo","mofrdat","PK_mofrdat","mofrad_code","1"
"RSMDB","dbo","mowazna","PK_mowazna","id","1"
"RSMDB","dbo","mowazna_details","PK_mowazna_details","opr_id","1"
"RSMDB","dbo","Notes","PK_Notes","NoteID","1"
"RSMDB","dbo","notes_all","PK_notes_all","NoteID","1"
"RSMDB","dbo","Notes1","PK_Notes1","NoteID","1"
"RSMDB","dbo","OPERATIONS","PK_OPERATIONS","OPERATION_NO","1"
"RSMDB","dbo","OperationsFollow","PK__OperationsFollow__4C5715F6","id","1"
"RSMDB","dbo","OperationsFollowDetails","PK__OperationsFollow__4E3F5E68","id","1"
"RSMDB","dbo","opr_Employee","PK_opr_Employee","id","1"
"RSMDB","dbo","Pmanger","PK__Pmanger__2144316D","id","1"
"RSMDB","dbo","project_billl","PK_project_billl","id","1"
"RSMDB","dbo","project_billl_Month","PK__project_billl_Mo__7DE5E697","ID","1"
"RSMDB","dbo","project_status","PK_project_status","id","1"
"RSMDB","dbo","ProjectBillBuy","PK__ProjectBillBuy__1A00A053","id","1"
"RSMDB","dbo","ProjectBillBuy1","PK__ProjectBillBuy1__03C8DD1F","id","1"
"RSMDB","dbo","ProjectMainDes","PK__ProjectMainDes__78D718B7","ID","1"
"RSMDB","dbo","ProJectMofrd","PK__ProJectMofrd__240B8F7F","ID","1"
"RSMDB","dbo","ProJectMofrdSalar","PK__ProJectMofrdSala__25F3D7F1","ID","1"
"RSMDB","dbo","projects","PK_projects","id","1"
"RSMDB","dbo","Projectssub","PK__Projectssub__5BBAEBC5","Subid","1"
"RSMDB","dbo","ReceiptQest","PK_ReceiptQest","ReceiptID","1"
"RSMDB","dbo","ReciveDetails","PK__ReciveDetails__3A6D6FE5","id","1"
"RSMDB","dbo","relations","PK_relations","relation_no","1"
"RSMDB","dbo","sanad_dean","PK_sanad_dean","sanad_no","1"
"RSMDB","dbo","sandat_ked","PK_sandat_ked","sandat_pc_no","1"
"RSMDB","dbo","Schoolyears","PK__Schoolyears__2F1BB8CA","Serial","1"
"RSMDB","dbo","SessionDate","PK__SessionDate__38DD5A8A","ID","1"
"RSMDB","dbo","ShiftMaintType","PK__ShiftMaintType__41DCB4DF","ID","1"
"RSMDB","dbo","ShiftRec","PK__ShiftRec__43C4FD51","ID","1"
"RSMDB","dbo","Shipments","PK_Shipments","id","1"
"RSMDB","dbo","SPHTable","PK__SPHTable__65B00101","ID","1"
"RSMDB","dbo","Stables","PK__Stables__286564F1","id","1"
"RSMDB","dbo","streets","PK_streets","CityID","1"
"RSMDB","dbo","SubcontractorContract","PK__SubcontractorCon__377F21FD","ID","1"
"RSMDB","dbo","SubcontractorContract2","PK__SubcontractorCon__39676A6F","ID","1"
"RSMDB","dbo","Subject_doc","PK__Subject_doc__00783A7F","operation_no","1"
"RSMDB","dbo","subject_templates","PK_subject_templates","id","1"
"RSMDB","dbo","subjects_images","PK_subjects_images","operation_no","1"
"RSMDB","dbo","SuperTech","PK__SuperTech__6EEDBBCA","ID","1"
"RSMDB","dbo","Supervisors","PK__Supervisors__674C9A02","ID","1"
"RSMDB","dbo","SystemVersion","PK__SystemVersion__4F9D96F5","ID","1"
"RSMDB","dbo","Table_Pictures","PK__Table_Pictures__59B37319","Pic_ID","1"
"RSMDB","dbo","takeem","PK_takeem","id","1"
"RSMDB","dbo","Tbl_BusinessDialy","PK__Tbl_BusinessDial__3E16459C","ID","1"
"RSMDB","dbo","Tbl_BusinessDialyDet","PK__Tbl_BusinessDial__3FFE8E0E","ID","1"
"RSMDB","dbo","TBL_measureMent","PK__TBL_measureMent__76059904","ID","1"
"RSMDB","dbo","TBL_measureMent2","PK__TBL_measureMent2__584B18EB","ID","1"
"RSMDB","dbo","Tbl_TradingContract","PK__Tbl_TradingContr__0ED146CE","ID","1"
"RSMDB","dbo","Tbl_TradingContractDet","PK__Tbl_TradingContr__10B98F40","ID","1"
"RSMDB","dbo","Tbl_TradingContractInv","PK__Tbl_TradingContr__3E0C23FB","ID","1"
"RSMDB","dbo","Tbl_TradingContractInvDet","PK__Tbl_TradingContr__3FF46C6D","ID","1"
"RSMDB","dbo","Tbl_TransOrder","PK__Tbl_TransOrder__0824493F","ID","1"
"RSMDB","dbo","tblAbsent","PK_tblAbsent","Abs_ID","1"
"RSMDB","dbo","TblAcceleratePayment","PK__TblAcceleratePay__7ABF6129","ID","1"
"RSMDB","dbo","TblAcceleratePaymentDet","PK__TblAcceleratePay__7CA7A99B","ID","1"
"RSMDB","dbo","TblAccidentReport","PK__TblAccidentRepor__13A01D8C","ID","1"
"RSMDB","dbo","TblAccidentReportDet","PK__TblAccidentRepor__37DD7E02","ID","1"
"RSMDB","dbo","TblAccountBranch","PK__TblAccountBranch__248090CB","ID","1"
"RSMDB","dbo","TblAccountIntervals","PK_TblAccountIntervals","AccountIntervalID","1"
"RSMDB","dbo","TblAccountsDestributions","PK__TblAccountsDestr__41304764","TblAccountsDestributionsid","1"
"RSMDB","dbo","TblAccountsDestributionsDetails","PK__TblAccountsDestr__45F4FC81","id","1"
"RSMDB","dbo","TblAccountsDestributionsIntervals","PK__TblAccountsDestr__43188FD6","id","1"
"RSMDB","dbo","TblAccountUser","PK__TblAccountUser__2668D93D","ID","1"
"RSMDB","dbo","TblActivateInvestment","PK__TblActivateInves__7F0F14FA","ID","1"
"RSMDB","dbo","TblActivateInvestmentDet","PK__TblActivateInves__00F75D6C","ID","1"
"RSMDB","dbo","tblActivitesType","PK__tblActivitesType__77616F8C","id","1"
"RSMDB","dbo","TblAddExceptionDays","PK__TblAddExceptionD__1D939C1A","ID","1"
"RSMDB","dbo","TblAdditionsAssest","PK__TblAdditionsAsse__22C2658B","ID","1"
"RSMDB","dbo","TblAdjectiveFarm","PK__TblAdjectiveFarm__535C469C","ID","1"
"RSMDB","dbo","TblAdminSanction","PK__TblAdminSanction__2C16C59B","ID","1"
"RSMDB","dbo","TblAdvancedHousing","PK__TblAdvancedHousi__59D2A353","AdvanceID","1"
"RSMDB","dbo","TblAge","PK__TblAge__48DEB829","ID","1"
"RSMDB","dbo","TblAging","PK__TblAging__19EEBF16","id","1"
"RSMDB","dbo","TblAirlines","PK__TblAirlines__52FB8892","ID","1"
"RSMDB","dbo","TblAirport","PK__TblAirport__51134020","ID","1"
"RSMDB","dbo","tblAkarType","PK__tblAkarType__32A3C799","id","1"
"RSMDB","dbo","TblAkarUnit","PK__TblAkarUnit__348C100B","id","1"
"RSMDB","dbo","TblAlarmQuntity","PK__TblAlarmQuntity__27871AA8","ID","1"
"RSMDB","dbo","TblAlarmType","PK__TblAlarmType__491D189D","Id","1"
"RSMDB","dbo","TblAmoutType","PK__TblAmoutType__585F5C2D","id","1"
"RSMDB","dbo","TblAotherItems","PK__TblAotherItems__60F4A22E","ID","1"
"RSMDB","dbo","TblAppointmentlist","PK__TblAppointmentli__5E0EDF39","ID","1"
"RSMDB","dbo","TblAppointmentlist2","PK__TblAppointmentli__5FF727AB","ID","1"
"RSMDB","dbo","TblApprovalDef","PK__TblApprovalDef__73C77F80","id","1"
"RSMDB","dbo","TblApprovalDefDetails","PK__TblApprovalDefDe__75AFC7F2","id","1"
"RSMDB","dbo","TblApproveCompoYear","PK__TblApproveCompoY__082E6AE0","ID","1"
"RSMDB","dbo","TblApproveCompoYearDet","PK__TblApproveCompoY__0A16B352","ID","1"
"RSMDB","dbo","TblApproveShift","PK__TblApproveShift__77F80317","ID","1"
"RSMDB","dbo","TblApproveShiftDet","PK__TblApproveShiftD__79E04B89","ID","1"
"RSMDB","dbo","TblAproveInvoice","PK__TblAproveInvoice__6B72FBF8","ID","1"
"RSMDB","dbo","TblAqar","PK__TblAqar__385CA0EF","Aqarid","1"
"RSMDB","dbo","TblAqarCommissions","PK__TblAqarCommissio__567713BB","ID","1"
"RSMDB","dbo","TblAqarDetai","PK__TblAqarDetai__3C2D31D3","Id","1"
"RSMDB","dbo","TblAqarDetai2","PK__TblAqarDetai2__3E157A45","Id","1"
"RSMDB","dbo","TblAqarDetai3","PK__TblAqarDetai3__3FFDC2B7","Id","1"
"RSMDB","dbo","TblAqrCompenet","PK__TblAqrCompenet__4E16D7E4","ID","1"
"RSMDB","dbo","TblAqrCompenetDet","PK__TblAqrCompenetDe__4FFF2056","ID","1"
"RSMDB","dbo","TblAqrEarnest","PK__TblAqrEarnest__548ECB49","ID","1"
"RSMDB","dbo","TblAqrOwin","PK__TblAqrOwin__55B7F9AC","ID","1"
"RSMDB","dbo","TblAssestes","PK__TblAssestes__7C27BB57","AsID","1"
"RSMDB","dbo","TblAttendance","PK__TblAttendance__6D7A74A4","ID","1"
"RSMDB","dbo","TblAttendanceDet","PK__TblAttendanceDet__6F62BD16","ID","1"
"RSMDB","dbo","TblAttributionContract","PK__TblAttributionCo__46FFC601","IDAC","1"
"RSMDB","dbo","TblAttributionInstallmentDivided","PK__TblAttributionIn__1039A0FC","ID","1"
"RSMDB","dbo","TblAveragGrm","PK__TblAveragGrm__1142D3CE","ID","1"
"RSMDB","dbo","TblBalanceSheetDetails","PK__TblBalanceSheetD__403CEE82","BalanceSheetDetailsid","1"
"RSMDB","dbo","TblBalanceSheetHeader","PK__TblBalanceSheetH__3E54A610","BalanceSheetHeaderid","1"
"RSMDB","dbo","TblBankPledge","PK__TblBankPledge__4B304998","ID","1"
"RSMDB","dbo","TblBankPledge2","PK__TblBankPledge2__4D18920A","ID","1"
"RSMDB","dbo","TblBankPledge3","PK__TblBankPledge3__4F00DA7C","ID","1"
"RSMDB","dbo","TblBankPledge4","PK__TblBankPledge4__30474932","ID","1"
"RSMDB","dbo","tblbanksCheques","PK__tblbanksCheques__73B270E7","gid","1"
"RSMDB","dbo","tblbanksChequesDetails","PK__tblbanksChequesD__759AB959","id","1"
"RSMDB","dbo","TblBanksCollect","PK__TblBanksCollect__2706610D","id","1"
"RSMDB","dbo","TblBanksCollectDetails","PK__TblBanksCollectD__28EEA97F","id","1"
"RSMDB","dbo","TblBanksDeposite","PK__TblBanksDeposite__7F2D79DD","id","1"
"RSMDB","dbo","TblBanksDepositeDetails","PK__TblBanksDeposite__0115C24F","id","1"
"RSMDB","dbo","TBLBankSettlement","PK__TBLBankSettlemen__4DACC390","IDBS","1"
"RSMDB","dbo","TBLBankSettlementJoin","PK__TBLBankSettlemen__4F950C02","ID","1"
"RSMDB","dbo","TblBarcodePrinting","PK__TblBarcodePrinti__695FCAFD","ID","1"
"RSMDB","dbo","TblBarcodePrintingDet","PK__TblBarcodePrinti__6B48136F","ID","1"
"RSMDB","dbo","tblBaseCurve","PK__tblBaseCurve__413D9661","ID","1"
"RSMDB","dbo","TblBatchSheet","PK__TblBatchSheet__253FAADA","ID","1"
"RSMDB","dbo","TblBatchSheetDet","PK__TblBatchSheetDet__2727F34C","ID","1"
"RSMDB","dbo","TblBillBuyPayment","PK__TblBillBuyPaymen__1E52B629","ID","1"
"RSMDB","dbo","TblBillBuyPayment2","PK__TblBillBuyPaymen__6E048489","ID","1"
"RSMDB","dbo","TblBillComputerChek","PK__TblBillComputerC__74518F65","ID","1"
"RSMDB","dbo","TblBillComputerChekDetails","PK__TblBillComputerC__7639D7D7","ID2","1"
"RSMDB","dbo","TblBillProjectPayment","PK__TblBillProjectPa__0C890BA9","ID","1"
"RSMDB","dbo","TblBillVindorPayment","PK__TblBillVindorPay__5DAE212F","ID","1"
"RSMDB","dbo","TblboKRegister","PK__TblboKRegister__562CFAF8","ID","1"
"RSMDB","dbo","TblBookingBondsInvs","PK__TblBookingBondsI__4D82A65E","ID","1"
"RSMDB","dbo","TblBookingBondsInvsDet","PK__TblBookingBondsI__4F6AEED0","ID","1"
"RSMDB","dbo","TblBookingRequest","PK__TblBookingReques__623DCC22","ID","1"
"RSMDB","dbo","tblbookingrequest2","PK__tblbookingreques__0587085F","ID","1"
"RSMDB","dbo","TblBoxesData","PK_TblBoxesData","BoxID","1"
"RSMDB","dbo","tblBoxesTemp","PK__tblBoxesTemp__550F84E4","ID","1"
"RSMDB","dbo","TblBoxStock","PK_TblBoxStock","BoxStockID","1"
"RSMDB","dbo","TblBoxStockDetails","PK_TblBoxStockDetails","TableID","1"
"RSMDB","dbo","TblBranchesData","PK__TblBranchesData__7267B045","branch_id","1"
"RSMDB","dbo","tblBrands","PK__tblBrands__183B80CE","ID","1"
"RSMDB","dbo","tblBreaking","PK__tblBreaking__3D6D057D","ID","1"
"RSMDB","dbo","TblBusesDistribution","PK__TblBusesDistribu__16B19461","ID","1"
"RSMDB","dbo","TblBusesDistributionDet","PK__TblBusesDistribu__1899DCD3","ID","1"
"RSMDB","dbo","TblBuyBilllInvestment","PK__TblBuyBilllInves__37536E1D","ID","1"
"RSMDB","dbo","TblBuyBilllInvestmentDet","PK__TblBuyBilllInves__393BB68F","ID","1"
"RSMDB","dbo","TblBuyLanReEst","PK__TblBuyLanReEst__244099A9","ID","1"
"RSMDB","dbo","TblBuyLanReEstInsta","PK__TblBuyLanReEstIn__2628E21B","ID","1"
"RSMDB","dbo","TblCameraLocations","PK__TblCameraLocatio__613EBAF1","GroupID","1"
"RSMDB","dbo","TblCaptinTrans","PK__TblCaptinTrans__7799A712","id","1"
"RSMDB","dbo","TblCaptinTrans2","PK__TblCaptinTrans2__7981EF84","id","1"
"RSMDB","dbo","TblCarBillMentains","PK__TblCarBillMentai__2C60DE5E","ID","1"
"RSMDB","dbo","TblCarBillMentainsDetils","PK__TblCarBillMentai__2E4926D0","ID2","1"
"RSMDB","dbo","TblCardAuthorizationReform","PK__TblCardAuthoriza__6CB06D9D","ID","1"
"RSMDB","dbo","TblCardAuthorizationReformDetails","PK__TblCardAuthoriza__6E98B60F","ID2","1"
"RSMDB","dbo","TblCardAuthorizationReformItems","PK__TblCardAuthoriza__530740E1","ID2","1"
"RSMDB","dbo","TblCardAuthoSerial","PK__TblCardAuthoSeri__2475A3D3","ID","1"
"RSMDB","dbo","tblCarDrivers","PK__tblCarDrivers__30BB7F27","id","1"
"RSMDB","dbo","TblCarExpenses","PK__TblCarExpenses__693FCF6C","ID","1"
"RSMDB","dbo","TblCarKMFOLLOW","PK__TblCarKMFOLLOW__5ECC629A","TblCarKMFOLLOWid","1"
"RSMDB","dbo","TblCarKMFOLLOWDetails","PK__TblCarKMFOLLOWDe__60B4AB0C","id","1"
"RSMDB","dbo","tblCarMaint","PK__tblCarMa__3214EC27C549D79B","ID","1"
"RSMDB","dbo","TblCarMaintenancePlan","PK__TblCarMaintenanc__629CF37E","Planid","1"
"RSMDB","dbo","TblCarMaintenancePlanDetails","PK__TblCarMaintenanc__64853BF0","id","1"
"RSMDB","dbo","TblCarModels","PK__TblCarModels__68DFDCB9","Id","1"
"RSMDB","dbo","TblCarOrderVouchers","PK__TblCarOrderVouch__22AE2249","ID","1"
"RSMDB","dbo","TblCarOrderVouchers2","PK__TblCarOrderVouch__24966ABB","ID","1"
"RSMDB","dbo","TblCarReceipt","PK__TblCarReceipt__30316F42","ID","1"
"RSMDB","dbo","TblCarsData","PK__TblCarsData__398FF0F3","id","1"
"RSMDB","dbo","TblCarsDataDet","PK__TblCarsDataDet__2EC91514","ID","1"
"RSMDB","dbo","TBLCarTypes","PK__TBLCarTypes__37A7A881","id","1"
"RSMDB","dbo","TbLCashFollow","PK__TbLCashFollow__7A747D0F","id","1"
"RSMDB","dbo","TblCategoryFarm","PK__TblCategoryFarm__4F8BB5B8","ID","1"
"RSMDB","dbo","TblChangedComponentRegister","PK__TblChangedCompon__22CBBBD5","ChangedComponentid","1"
"RSMDB","dbo","TblChangedComponentRegisterDetails","PK__TblChangedCompon__24B40447","id","1"
"RSMDB","dbo","TblChangeEmployeedata","PK__TblChangeEmploye__1B36525C","ChangedComponentid","1"
"RSMDB","dbo","TblChangeEmployeedataDetails","PK__TblChangeEmploye__1D1E9ACE","id","1"
"RSMDB","dbo","TblCheckRelease","PK_TblCheckRelease","OperaID","1"
"RSMDB","dbo","TblCheckReleaseType","PK_TblCheckReleaseType","CheckTypeID","1"
"RSMDB","dbo","TblChecqueBoxContent","PK__TblChecqueBoxCon__251E189B","id","1"
"RSMDB","dbo","TblChecqueBoxContent1","PK__TblChecqueBoxCon__2BCB162A","id","1"
"RSMDB","dbo","TBLCitiesDistance","PK__TBLCitiesDistanc__35BF600F","CitiesDistanceID","1"
"RSMDB","dbo","TblCitiesDistanceVendor","PK__TblCitiesDistanc__196ED0D2","ID","1"
"RSMDB","dbo","TblClass","PK__TblClass__7DA6BACC","ID","1"
"RSMDB","dbo","TblClearanceCertificate","PK__TblClearanceCert__20EF2BB2","ID","1"
"RSMDB","dbo","TblClientTransContr","PK__TblClientTransCo__62D2C8FF","ID","1"
"RSMDB","dbo","TblClientTransContrDet","PK__TblClientTransCo__64BB1171","ID","1"
"RSMDB","dbo","TBLClosePos","PK__TBLClose__3214EC275A6DAD2F","ID","1"
"RSMDB","dbo","TBLClosePosTmp","PK__TBLClose__3214EC27A5DB3A92","ID","1"
"RSMDB","dbo","tblCoating","PK__tblCoating__35CBE3B5","ID","1"
"RSMDB","dbo","tblCollections","PK__tblCollections__1DF45A24","ID","1"
"RSMDB","dbo","TblColor","PK__TblColor__7080FE81","Id","1"
"RSMDB","dbo","TblCombositAccount","PK__TblCombositAccou__40FC0891","CombositAccountid","1"
"RSMDB","dbo","TblCombositAccountDetails","PK__TblCombositAccou__42E45103","CombositAccountDetailsid","1"
"RSMDB","dbo","TblCommisionTypes","PK__TblCommisionType__59888A90","ID","1"
"RSMDB","dbo","TblCommisRece","PK__TblCommisRece__5DC32FC8","id","1"
"RSMDB","dbo","TblCommisReceDetails","PK__TblCommisReceDet__5FAB783A","id","1"
"RSMDB","dbo","TblCompaniesGroup","PK__TblCompaniesGrou__5C84F2CC","ID","1"
"RSMDB","dbo","TblCompanyContract","PK__TblCompanyContra__3318C8E5","ID","1"
"RSMDB","dbo","TblCompanyContractDet","PK__TblCompanyContra__35011157","ID","1"
"RSMDB","dbo","TblCompareQutations","PK__TblCompareQutati__03FDE749","id","1"
"RSMDB","dbo","TblComparPrice","PK__TblComparPrice__0FAF9117","ID","1"
"RSMDB","dbo","TblComparPriceDet","PK__TblComparPriceDe__1197D989","ID","1"
"RSMDB","dbo","TblCompo","PK__TblCompo__2B02A5D1","Id","1"
"RSMDB","dbo","TblComponentYear","PK__TblComponentYear__045DD9FC","ID","1"
"RSMDB","dbo","TblComponentYearDet","PK__TblComponentYear__0646226E","ID","1"
"RSMDB","dbo","TblComponentYearDet2","PK__TblComponentYear__0BFEFBC4","ID","1"
"RSMDB","dbo","TblComputerChek","PK__TblComputerChek__6AC8252B","Id","1"
"RSMDB","dbo","TblConfirmVacation","PK__TblConfirmVacati__07D96525","ID","1"
"RSMDB","dbo","TblConfirmVacation_Details","PK__TblConfirmVacati__3C4D2D64","ID","1"
"RSMDB","dbo","TblConfirmViolation","PK__TblConfirmViolat__65844D21","ID","1"
"RSMDB","dbo","TblContract","PK__TblContract__5404BB64","ContNo","1"
